generation,individual_id,Gap,Polearc,Mag_th,Bs0,AvgTorque,TorqueRipple,AvgEfficiency,is_valid
1,14,0.856386,0.747204,3.927831,2.116395,4.07843909075097,18.037490085833888,92.3708000078237,1
1,15,0.840274,0.761908,3.038771,2.268143,3.90823067186911,15.518070860003796,90.6532066194329,1
1,16,0.527551,0.668782,4.183927,2.240079,3.89384428388501,82.3329429177393,93.6656054759028,1
1,17,0.609527,0.72506,3.770976,1.655868,3.70814930197374,45.83470959115055,93.3945641405553,1
1,18,0.609527,0.72506,3.770976,1.655868,3.70814930197374,45.83470959115055,93.3945641405553,1
1,19,0.900811,0.662415,3.340472,2.350078,4.57701153465732,42.11813887819993,90.8351778543271,1
1,20,0.810163,0.65827,3.258804,3.355141,4.50302624222163,69.48213769908688,91.1269598042711,1
1,21,0.810163,0.65827,3.258804,3.355141,4.50302624222163,69.48213769908688,91.1269598042711,1
1,22,0.964581,0.735546,4.324163,3.17468,4.38768705821147,54.43162017998535,92.1834653721385,1
1,23,0.893524,0.714633,3.322287,2.351236,4.30026062249915,49.31903804747428,91.925325988655,1
1,24,0.917092,0.695547,2.740174,2.066219,4.23015545544061,35.395036699634154,89.4905230731133,1
1,25,0.917092,0.695547,2.740174,2.066219,4.23015545544061,35.395036699634154,89.4905230731133,1
1,26,0.62526,0.652019,4.091191,1.534325,4.21179596070075,59.36148095325336,92.9925901261066,1
1,27,0.966587,0.773512,4.328975,1.892794,4.14515199654142,37.56702700929509,91.5722696959694,1
1,28,0.962313,0.765782,4.150752,3.064525,4.13886756639846,27.963883876850893,90.7053635312755,1
1,29,0.603947,0.665866,4.399809,2.007051,4.11603233614519,71.02737835229935,93.614891714328,1
1,30,0.75219,0.735875,3.164111,1.739497,3.89212873502782,24.04142189889928,92.2761986097549,1
1,31,0.834727,0.761908,2.788156,1.936757,3.85315903544024,21.54686518461136,90.132792340362,1
1,32,0.708549,0.735832,3.164111,1.739497,3.81168327555663,26.654710569033362,92.4854522218834,1
1,33,0.771907,0.760891,2.814292,2.196697,3.74655739713234,18.306232117965695,90.5373897871924,1
1,34,0.518422,0.668386,3.021377,2.430361,3.73166503850422,65.89700857099018,93.0737290067502,1
1,35,0.745424,0.760752,2.814292,2.194,3.70202106378521,19.91399432778709,90.6748871070527,1
1,36,0.601265,0.75568,3.637937,2.000413,3.47857010102263,46.24372231244866,91.8941557738468,1
1,37,0.717587,0.699128,4.490319,3.264194,4.08063876836989,89.24315718760845,93.395146312479,1
1,38,0.951106,0.765782,4.150752,3.064525,4.10935712186266,28.30086154692126,90.6886870801067,1
1,39,0.842747,0.729285,3.874977,2.946857,4.15803965474074,62.40171448209222,92.4990920662688,1
1,40,0.567858,0.656383,2.771272,1.944989,3.79876501562712,61.81466536174646,91.6688474771772,1
1,41,0.656891,0.750513,2.995993,2.136577,3.61054170563244,24.55448242118554,91.8054524605648,1
1,42,0.905998,0.696896,2.907607,3.144865,4.36265921235325,43.58103350285729,90.2355764104115,1
1,43,0.477401,0.74284,2.546471,1.515913,3.24918619172709,48.13859930303172,92.2371429509421,1
1,44,0.34733,0.680382,2.993078,1.830457,3.33409295781186,119.32225204753281,93.5971006038543,1
1,45,0.668589,0.65393,3.135579,1.597891,4.07845889316115,51.3834380566899,91.5921866547432,1
1,46,0.673622,0.714633,3.821555,2.297939,3.88056821525183,74.31421539246423,93.4025814547982,1
1,47,0.580117,0.698973,3.369215,1.953595,3.76644819320849,82.93266664647798,93.5810729698871,1
2,0,0.950238,0.652019,4.091264,2.935483,5.00598703987689,58.62709256014366,91.6209618802825,1
2,1,0.975153,0.654656,4.031281,2.686001,4.99320285586069,49.62108929886179,91.4701753106643,1
2,2,0.975153,0.656643,4.031281,2.686001,4.97857041491688,47.174056332548645,92.6721009101179,1
2,3,0.958108,0.665866,4.15211,3.046813,4.94536986926104,45.025284278877784,92.2466130071028,1
2,4,0.966587,0.657097,4.328975,1.854329,4.94033903657611,39.07044776735928,91.9674676792453,1
2,5,0.877707,0.670096,3.731121,2.388319,4.60697260890803,40.15295531423853,92.219970703682,1
2,6,0.877707,0.670096,3.731121,2.388319,4.60697260890803,40.15295531423853,92.219970703682,1
2,7,0.877707,0.670096,3.731121,2.388319,4.60697260890798,40.152955314209,92.219970703682,1
2,8,0.877707,0.670096,3.731121,2.388319,4.60697260890798,40.152955314209,92.219970703682,1
2,9,0.924782,0.680733,3.709822,1.68097,4.57562588622539,36.401307068347485,92.0348178883146,1
2,10,0.78635,0.677384,3.467153,2.87681,4.35346877086445,41.18614623210255,92.5652827048485,1
